--dataset cifar --device cuda:0 --load /gscratch/aims/diffusion-attr/results_ming/cifar/retrain/models/7 --method retrain --excluded_class 7
[rank: 0] Seed set to 42
wandb: Currently logged in as: mingyulu (data_att). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.16.1
wandb: Run data is saved locally in /mmfs1/home/mingyulu/data_attribution/wandb/run-20231209_164733-33457yn7
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run ancient-durian-117
wandb: ⭐️ View project at https://wandb.ai/data_att/Data%20Shapley%20for%20Diffusion
wandb: 🚀 View run at https://wandb.ai/data_att/Data%20Shapley%20for%20Diffusion/runs/33457yn7
Running main_new.py with arguments
	load=/gscratch/aims/diffusion-attr/results_ming/cifar/retrain/models/7
	init=False
	dataset=cifar
	log_freq=20
	excluded_class=7
	method=retrain
	opt_seed=42
	device=cuda:0
	outdir=/gscratch/aims/diffusion-attr/results_ming
	db=None
	exp_name=None
	resume=False
	lr_scheduler=constant
	lr_warmup_steps=0
	adam_beta1=0.9
	adam_beta2=0.999
	adam_weight_decay=0.0
	adam_epsilon=1e-08
	ema_inv_gamma=1.0
	ema_power=0.75
	ema_max_decay=0.9999
	num_inference_steps=100
	num_train_steps=1000
Files already downloaded and verified
Files already downloaded and verified
Loading pruned/pretrained model from /gscratch/aims/diffusion-attr/results_ming/cifar/retrain/models/7
Epoch[1/800], Step[20/352], steps_time: 9.951, loss: 0.02752, gradient norms: 0.03787, parameters norms: 253.00279, lr: 0.000100
Epoch[1/800], Step[40/352], steps_time: 5.253, loss: 0.03233, gradient norms: 0.07158, parameters norms: 253.01605, lr: 0.000100
Epoch[1/800], Step[60/352], steps_time: 5.292, loss: 0.02092, gradient norms: 0.04168, parameters norms: 253.02780, lr: 0.000100
Epoch[1/800], Step[80/352], steps_time: 5.328, loss: 0.02610, gradient norms: 0.04859, parameters norms: 253.03775, lr: 0.000100
Epoch[1/800], Step[100/352], steps_time: 5.388, loss: 0.02553, gradient norms: 0.02416, parameters norms: 253.04785, lr: 0.000100
Epoch[1/800], Step[120/352], steps_time: 5.428, loss: 0.04185, gradient norms: 0.02238, parameters norms: 253.05836, lr: 0.000100
Epoch[1/800], Step[140/352], steps_time: 5.598, loss: 0.03454, gradient norms: 0.02783, parameters norms: 253.06902, lr: 0.000100
Epoch[1/800], Step[160/352], steps_time: 5.475, loss: 0.03603, gradient norms: 0.05979, parameters norms: 253.07881, lr: 0.000100
Epoch[1/800], Step[180/352], steps_time: 5.494, loss: 0.03624, gradient norms: 0.06626, parameters norms: 253.08897, lr: 0.000100
Epoch[1/800], Step[200/352], steps_time: 5.502, loss: 0.03460, gradient norms: 0.07368, parameters norms: 253.09940, lr: 0.000100
Epoch[1/800], Step[220/352], steps_time: 5.514, loss: 0.02594, gradient norms: 0.04200, parameters norms: 253.10959, lr: 0.000100
Epoch[1/800], Step[240/352], steps_time: 5.524, loss: 0.03944, gradient norms: 0.02694, parameters norms: 253.11916, lr: 0.000100
Epoch[1/800], Step[260/352], steps_time: 5.530, loss: 0.02563, gradient norms: 0.07523, parameters norms: 253.12962, lr: 0.000100
Epoch[1/800], Step[280/352], steps_time: 5.533, loss: 0.02798, gradient norms: 0.04980, parameters norms: 253.13959, lr: 0.000100
Epoch[1/800], Step[300/352], steps_time: 5.538, loss: 0.03213, gradient norms: 0.09063, parameters norms: 253.14935, lr: 0.000100
Epoch[1/800], Step[320/352], steps_time: 5.541, loss: 0.02344, gradient norms: 0.05447, parameters norms: 253.15814, lr: 0.000100
